Source.Name,upload_date*,licence_number,reference_number,subservice_id*,licence_category*,area_id*,area_name*,account_number*,licensee_name*,contact_name,business_telephone,email_address,location,station_type,technology,cell_id,physical_id,province_code,latitude,longitude,site_type,structure_height,structure_type,date_last_changed,record_id,tx_frequency,rx_frequency,tx_radio_model_number,rx_radio_model_number,tx_radio_manufacturer_code,rx_radio_manufacturer_code,tx_certification_no,rx_certification_no,bandwidth,class_emission,tx_power,downlink_allocation,tx_ant_type,rx_ant_type,tx_number_antennas,rx_number_antennas,tx_ant_model_no,rx_ant_model_no,tx_ant_manufacturer,rx_ant_manufacturer,tx_ant_height,rx_ant_height,tx_ant_omni_indicator,rx_ant_omni_indicator,tx_ant_horiz_beamwidth,rx_ant_horiz_beamwidth,tx_ant_vert_beamwidth,rx_ant_vert_beamwidth,tx_ant_azimuth,rx_ant_azimuth,tx_ant_elevation_angle,rx_ant_elevation_angle,tx_ant_gain,rx_ant_gain,tx_line_loss,rx_line_loss,Tier-4 id,TEL id
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538719,75,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,55,55,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538720,83,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,155,155,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538721,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540255,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540256,197,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,160,160,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540257,205,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,250,250,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282453-002,20250819,870,MBS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540258,13,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,748.5,779.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,5,5M00V7WEW,92.1,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,330,330,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541033,141,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,90,90,3,3,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541034,149,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,200,200,3,3,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541035,157,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,290,290,3,3,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538729,75,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,55,55,2,2,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538730,83,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,155,155,2,2,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538731,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,2,2,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540265,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,2,2,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540266,197,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,160,160,3,3,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540267,205,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,250,250,3,3,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010282969-001,20250819,870,BRS,3-009,Quebec,7090901048,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540268,13,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,2665,2545,RF4427-07A,RF4427-07A,649E,649E,649E-RF442707A,649E-RF442707A,10,10M0V7WEW,99.03,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,330,330,2,2,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,Silo Ferme Pierre Boulet                ,FX,LTE,302500-20000-25940737,240,QC,46.9533,-70.649,O,27,R,30/05/2016,QU331-05,2120,1720,RUS01 B4,RUS01 B4,287AB,287AB,287AB-BS118591,287AB-BS118591,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_800-10618,KAT_800-10618,Kathrein,Kathrein,25,25,D,D,65,65,6.6,6.6,75,75,2,2,18,18,3.4,3.3,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,Silo Ferme Pierre Boulet                ,FX,LTE,302500-20000-25940738,248,QC,46.9533,-70.649,O,27,R,30/05/2016,QU331-05,2120,1720,RUS01 B4,RUS01 B4,287AB,287AB,287AB-BS118591,287AB-BS118591,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_800-10618,KAT_800-10618,Kathrein,Kathrein,25,25,D,D,65,65,6.6,6.6,195,195,2,2,18,18,3.4,3.3,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,Silo Ferme Pierre Boulet                ,FX,LTE,302500-20000-25940739,256,QC,46.9533,-70.649,O,27,R,30/05/2016,QU331-05,2120,1720,RUS01 B4,RUS01 B4,287AB,287AB,287AB-BS118591,287AB-BS118591,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_742219,KAT_742219,Kathrein,Kathrein,25,25,D,D,44,44,4.4,4.4,295,295,1,1,21,21,3,3.1,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,Tour Garde C?ti?re Route 283            ,FX,LTE,302500-20000-25961473,288,QC,46.9275,-70.511,O,61,T,27/06/2014,QU412-01,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_742218,KAT_742218,Kathrein,Kathrein,50,50,D,D,45,45,7,7,115,115,2,2,19.6,19.6,0.6,0.6,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,Tour Garde C?ti?re Route 283            ,FX,LTE,302500-20000-25961474,296,QC,46.9275,-70.511,O,61,T,27/06/2014,QU412-01,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_742218,KAT_742218,Kathrein,Kathrein,50,50,D,D,45,45,7,7,325,325,6,6,19.6,19.6,0.6,0.6,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-26163457,48,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_800-10618,KAT_800-10618,Kathrein,Kathrein,73,73,D,D,65,65,6.6,6.6,20,20,3,3,18,18,1.1,1.1,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-26163458,56,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_742218,KAT_742218,Kathrein,Kathrein,73,73,D,D,45,45,7,7,110,110,3,3,19.6,19.6,0.9,0.9,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-26163459,64,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,CMA-B_6521,CMA-B_6521,CellMax,CellMax,73,73,D,D,65,65,3.9,3.9,210,210,2,2,21.3,21.3,0.6,0.6,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-26163460,72,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,KAT_742218,KAT_742218,Kathrein,Kathrein,73,73,D,D,45,45,7,7,300,300,3,3,19.6,19.6,0.8,0.8,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL L'Islet                              ,FX,LTE,302500-23005-26163713,12,QC,47.1117,-70.341,O,60,T,16/06/2016,BS202-03,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,CMA-B_6521,CMA-B_6521,CellMax,CellMax,60,60,D,D,65,65,3.9,3.9,50,50,2,2,21.3,21.3,1,1,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL L'Islet                              ,FX,LTE,302500-23005-26163714,20,QC,47.1117,-70.341,O,60,T,16/06/2016,BS202-03,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,W85-19-R28G,W85-19-R28G,Amphenol,Amphenol,60,60,D,D,85,85,4.7,4.7,190,190,2,2,18.3,18.3,0.9,0.9,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL L'Islet                              ,FX,LTE,302500-23005-26163715,28,QC,47.1117,-70.341,O,60,T,16/06/2016,BS202-03,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,CMA-B_6521,CMA-B_6521,CellMax,CellMax,60,60,D,D,65,65,3.9,3.9,310,310,2,2,21.3,21.3,0.7,0.7,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL L'islet A20 - Halte routi?re des Bell,FX,LTE,302500-20000-26170881,132,QC,47.0544,-70.387,O,60,T,16/06/2016,BS230-03,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,CMA-B_6521,CMA-B_6521,CellMax,CellMax,57,57,D,D,65,65,3.9,3.9,60,60,2,2,21.3,21.3,1,1,4-029,
Videotron sectors 4-029.csv,20/08/2025,010283091-002,20250819,871,AWS,2-004,Eastern Quebec,7090900534,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL L'islet A20 - Halte routi?re des Bell,FX,LTE,302500-20000-26170882,140,QC,47.0544,-70.387,O,60,T,16/06/2016,BS230-03,2120,1720,RRUS11 B4,RRUS11 B4,287AB,287AB,287AB-AS1612541,287AB-AS1612541,20,20M0V7WEW,105.97,100,AAS,AAS,2,2,CMA-B_6521,CMA-B_6521,CellMax,CellMax,57,57,D,D,65,65,3.9,3.9,215,215,3,3,21.3,21.3,1.3,1.3,4-029,
